Property URL,Title,Type,Price,Address,Description,Property Size,Land Area,Bedrooms,Bathrooms,Garages,Property Type,Property Status,Floor,Furnished
https://www.realethio.com/property/sarbet-g1-four-bedrooms-house-for-rent-addis-ababa-2/,"Sarbet, G+1 Four bedrooms House for rent, Addis Ababa.",To Rent,"504,000ETB /mo","Sarbet, Nefas Silk, Addis Ababa, 7777, Ethiopia","Sarbet, G+1 Four bedrooms House for rent, Addis Ababa.
The house is located in a safe residential compound and with plot size of 500 square meters and a total compound area of 2000 square meters.
On the ground floor living and dining area with working fire place and balcony, closed kitchen, office or guest bedroom and guest toilet.
The first floor has master bedroom with balcony, walk in closet and  master bathroom, two bedrooms with their own balcony, another bedroom and common shower room for the three bedroom  with and family room with working fire place.
The compound also has a laundry room, storage rooms, service quarter rooms, maids room, common shower room and an office.
The compound has garden, and  parking for seven cars.
The rate is 9,000 USD per month and negotiable.",500 m²,,4,3,7,House for rent,For Rent,2,no
https://www.realethio.com/property/ayat-beshale-furnished-three-bedrooms-g2-house-for-rent-addis-ababa/,"Ayat Beshale, Furnished Three bedrooms G+2 House for Rent, Addis Ababa.",To Rent,"130,000ETB /mo","ቦሌ በሻሌ ቅድስት ማርያም እና ቅዱስ ዩሐንስ ቤተ ክርስቲያን, Road 7, Ayat zone 2, Bole, Addis Ababa, 5648, Ethiopia","Ayat Beshale, Furnished Three bedrooms G+2 House for Rent, Addis Ababa.
The house is located in a safe residential gated compound, and it is on 205 meter square plot.
The ground floor has living and dining area, open kitchen and guest toilet.
The first floor has family room with balcony, one bedroom with its own shower room and balcony and another bedroom with common shower room with balcony.
The second floor has master bedroom with covered terrace, walk in closet and jacuzzi bathroom and store.
The service quarter has  maids room, laundry room, traditional closed kitchen and shower room.
The compound has  parking for two cars.
The price is 130,000 birr or 1,300 USD per month and slightly negotiable.",205 m²,,3,3,2,House for rent,For Rent,3,yes
https://www.realethio.com/property/bole-atlas-one-bedroom-furnished-apartment-for-rent-addis-ababa-2/,"Bole Atlas, One bedroom Furnished Apartment for Rent, Addis Ababa.",To Rent,"72,800ETB /mo","Tsehay Bank Bole Atlas Branch, Namibia Avenue, Ghiliffalegn Stream, Bole, Addis Ababa, 7966, Ethiopia","Bole Atlas, One bedroom Furnished Apartment for Rent, Addis Ababa.
The apartment is located 8th floor of safe residential building.
It has living and dinning room with balconies, open kitchen, one bedroom with common shower room, reception area at the building’s entrance, and garage for one car.
The rate is 1,300 USD per month and negotiable.",80 m²,,1,1,1,Apartment for rent,For Rent,8,yes
https://www.realethio.com/property/bole-around-edna-mall-office-for-rent-addis-ababa/,"Bole around Edna Mall, Office for Rent, Addis Ababa.",To Rent,"213,307ETB /mo","Edna Mall, BL_03_646 St., Ghiliffalegn Stream, Bole, Addis Ababa, 7966, Ethiopia","Bole around Edna Mall, Office for Rent, Addis Ababa.
The office space is located on the first floor having a total area of 203.15 square meters.
The building comes with three rest rooms for men and women and parking area.
The rate is 213,307 birr per month plus VAT and slightly negotiable.
Note: There is an office space on the ground floor available for rent with square meters of 233 and 267,950 birr plus VAT per month and slightly negotiable.",203.15 m²,,,3,,Office for rent,For Rent,1,no
https://www.realethio.com/property/bole-around-edna-mall-office-for-rent-addis-ababa-2/,"Bole around Edna Mall, Office for Rent, Addis Ababa.",To Rent,"560,560ETB /mo","Bole, Addis Ababa, 1044, Ethiopia","Bole around Edna Mall, Office for Rent, Addis Ababa.
The office space is located on the ground floor and a mezzanine floor on top having a total area of 509.6 square meters.
The building comes with three rest rooms for men and women and parking area.
The rate is 560,560 birr per month plus VAT and slightly negotiable.",509.6 m²,,,2,,Office for rent,For Rent,Ground Floor,no
https://www.realethio.com/property/bole-ruwanda-six-bed-room-ground-plus-two-house-for-rent-addis-ababa-ethiopia/,"Bole Ruwanda, six bed room ground plus two house for rent, Addis Ababa, Ethiopia.",To Rent,"450,000ETB /mo","Bunna International Bank (Bole Ruwanda Branch), Rwanda Street, Bole Mikael, Bole, Addis Ababa, 1044, Ethiopia","Six bed room ground plus two house for rent at Bole Ruwanda, Addis Ababa, Ethiopia.
The house is located in a residential area and it has living and dining room, open kitchen, toilet, master bed room with it’s own bathroom, five bed rooms with three common shower rooms, terrace, maid room with shower, garden, guard house, automatic generator, and parking for six cars.
The rate is 4,200 USD per month payable USD or 450,000 birr per month and negotiable.",500 m²,,6,,,House for rent,For Rent,3,no
https://www.realethio.com/property/gerji-mebrat-hail-house-for-rent-addis-ababa/,"Gerji Mebrat Hail, House for Rent, Addis Ababa.",To Rent,"40,000ETB /mo","Tsehay Bank Gerji Mebrat Hail, Wereda 06, Jacros, Gerji, Bole, Addis Ababa, 2310, Ethiopia","Gerji Mebrat Hail, House for Rent, Addis Ababa.
The house is built on 105 square meters of land.
The main house has living and dining room with balcony, three bedrooms sharing a common bathroom, kitchen on the outside, two service rooms or stores, and common parking on the outside of the house.
The rate is 40,000 birr per month and fixed.",105 m²,,3,1,,House for rent,For Rent,Ground Floor,no
https://www.realethio.com/property/house-for-rent-addis-ababa-six-bed-room-ground-plus-two-house-for-rent-at-megenagna-addis-ababa-ethiopia-3/,"Megenagna Amiche, five bedrooms G+3 house for rent, Addis Ababa, Ethiopia",To Rent,"160,000ETB /mo","Megenagna, Yeka, Addis Ababa, 2310, Ethiopia","Five bedrooms ground plus three house for rent at Megenagna Amiche, Addis Ababa, Ethiopia.
The house is located in a safe residential compound.
On ground floor it has big living and dinning room with open kitchen and guest toilet.
On the first floor it has three bedrooms with their own balconies and shower rooms.
On the second floor there is master bedroom with balcony and Jacuzzi steam bathroom, and one bedroom with it’s own balcony and shower room.
On the third floor there is family room or office with balcony, and one bedroom with balcony and shower room,
At the service quarter there is a kitchen, and maid room or additional bedroom with shower room.
The compound has garden and parking for 2 cars.
The rate is 2,300 USD per month payable in USD or 160,000 Birr per month and slightly negotiable.",250 m²,,5,8,2,House for rent,For Rent,2,no
https://www.realethio.com/property/bole-homes-or-gerji-ministroch-3-bedrooms-apartment-for-rent-addis-ababa/,"Bole Homes or Gerji Ministroch, 3 bedrooms Apartment for Rent, Addis Ababa.",To Rent,"143,000ETB /mo","Gerji, Bole, Addis Ababa, 2310, Ethiopia","Bole Homes or Gerji Ministroch, 3 bedrooms Apartment for Rent, Addis Ababa.
The apartment is located on the 2nd floor.
The apartment has living and dining room with balcony, open kitchen, master bedroom with shower room, two bedrooms with a common shower room, and storage or maids room.
The building comes with generator, common terrace on top floor, garbage shoot, and ground floor parking for one car.
The rate is 2,500 USD per month and negotiable.
Note: There are other apartments on 1st, 3rd, and 4th floors.",160 m²,,3,2,1,Apartment for rent,For Rent,2,no
https://www.realethio.com/property/wossen-or-akim-ginbata-house-for-rent-3-bedrooms-addis-ababa/,"Wossen or Akim Ginbata, house for rent, 3 bedrooms, Addis Ababa.",To Rent,"50,000ETB /mo","Ararat to Kara, ካራ አሎ, Yeka, አዲስ አበባ / Addis Ababa, አዲስ አበባ, 5648, ኢትዮጵያ","Wossen or Akim Ginbata, house for rent, 3 bedrooms, Addis Ababa.
It is located in residential area and it has living and dinning room, kitchen, master bed room with it’s own bathroom, an office or storage, two bed rooms with common shower room, maid room/ shop with shower, and parking for two cars.
The rate is 50,000 Birr Per month and slightly negotiable.",200 m²,,3,2,2,House for rent,For Rent,Ground Floor,no
https://www.realethio.com/property/cmc-figa-2-bedrooms-furnished-apartment-for-rent-addis-ababa-2/,"CMC Figa, 2 bedrooms furnished Apartment for Rent, Addis Ababa.",To Rent,"80,000ETB /mo","CMC, Bole, Addis Ababa, Ethiopia","CMC Figa, 2 bedrooms furnushed Apartment for Rent, Addis Ababa.
The apartment is located on safe residential building and it is  on the 3rd floor.
It has living and dinning room with balcony, open kitchen, closed kitchen with laundry room, guest toilet, master bedroom with it’s own bathroom, and another bedroom with common shower room.
The rate is 800 USD per month payable in USD or 80,000 birr per month and fixed.
Note: The minimum lease period is three moths and it does have an elevator but it is not operational now.",85 m²,,2,2,1,Apartment for rent,For Rent,3,yes
https://www.realethio.com/property/kasanchis-furnished-three-bedroom-apartment-for-rent-addis-ababa/,"Kasanchis, Furnished Three Bedroom Apartment for Rent, Addis Ababa.",To Rent,"150,000ETB /mo","ካዛንቺስ, Kirkos, አዲስ አበባ / Addis Ababa, አዲስ አበባ, 9568, ኢትዮጵያ","Kasanchis, Furnished Three Bedroom Apartment for Rent, Addis Ababa.
The apartment is located in safe residential building.
It is on the 3rd floor.
It has living and dining area with balcony, closed kitchen, master bedroom with it’s own shower room and two bedrooms with common shower room.
The apartment has elevator, generator and parking for one car.
The rate is 150,000 birr per month and negotiable.",177 m²,,3,2,1,Apartment for rent,For Rent,3,yes
https://www.realethio.com/property/bole-atlas-two-bedrooms-apartment-for-rent-addis-ababa-2/,"Bole Atlas, Two bedrooms Apartment for Rent, Addis Ababa.",To Rent,"370,000ETB","Atlas international hotel, Namibia Avenue, Ghiliffalegn Stream, Bole, Addis Ababa, 7966, Ethiopia","Bole Atlas, Two bedrooms Apartment for Rent, Addis Ababa.
It is on the 18th floor and has living and dinning room, closed kitchen, laundry room, maids room with shower room, master bedroom with it’s own walk in closet and bathroom, another bedroom with its own shower room, guest toilet, garage for one car, and it comes with generator, and 2 elevators.
The rate is furnished 4,000 USD per month and Unfurnished 3,700 USD payable in USD and negotiable.",224 m²,,2,3,1,Apartment for rent,For Rent,18,no
https://www.realethio.com/property/bole-homes-or-gerji-ministroch-apartment-building-for-rent-addis-ababa/,"Bole Homes or Gerji Ministroch, Apartment Building for Rent, Addis Ababa.",To Rent,"570,000ETB /mo","Gerji, Bole, Addis Ababa, 2310, Ethiopia","Bole Homes or Gerji Ministroch, Apartment Building for Rent, Addis Ababa..
It is located in a safe gated compound.
The apartment building has  apartments starting from the first floor to the fourth floor, one apartment on each floor and the fifth floor is a common terrace area.
Each apartment has living and dining room with balcony, open kitchen, master bedroom with shower room, two bedrooms with a common shower room, and storage or maids room.
The building comes with generator, garbage shoot, and garage for 6 cars.
The rate is 10,000 USD per month and negotiable.",200 m²,,12,8,6,Building for rent,For Rent,6,no
https://www.realethio.com/property/bulbula-four-bedroom-g3teracce-furnished-house-for-rent-addis-ababa-ethiopia/,"Bulbula, Four bedroom G+3+Teracce furnished House for Rent, Addis Ababa, Ethiopia.",To Rent,"120,000ETB /mo","Bulbula, Ring Road, Addis Sefer, Akaki Kaliti, Addis Ababa, 2506, Ethiopia","Bulbula, Four bedroom G+3+Teracce furnished House for Rent, Addis Ababa, Ethiopia.
The house is located in a safe residential area.
The owner is living on the ground floor with a separate entrance.
On the first it has living and dining room with open kitchen and balcony and  guest toilet.
Second floor it has master bedroom with it’s own balcony and shower room, and one bedroom with its own shower room.
On the 3rd floor there are two bedrooms with own shower and one room can be used as office.
4th floor is terrace
The rate is 120,000 birr  per month and slightly negotiable.",105 m²,,4,5,1,House for rent,For Rent,5,yes
https://www.realethio.com/property/cmc-or-wossen-g1-four-bedrooms-house-for-rent-addis-ababa/,"CMC or Wossen, G+1 Four bedrooms House for rent, Addis Ababa.",To Rent,"250,000ETB /mo","CMC, Bole, Addis Ababa, Ethiopia","CMC or Wossen, G+1 Four bedrooms House for rent, Addis Ababa.
The house is located in a safe residential compound and with plot size of 500 square meters.
On the ground floor living and dining area with working fire place, closed kitchen, office or guest bedroom and guest toilet.
The first floor has master bedroom with balcony, walk in closet and  master bathroom, two bedrooms with common shower room and family room.
The service quarter includes four rooms with shower room and laundry room.
The compound has garden, garage for two cars parking for three cars.
The rate is 2,500 USD or 250,000 birr per month and slightly negotiable.",500 m²,,4,3,5,House for rent,For Rent,2,no
https://www.realethio.com/property/ferensay-5-bed-rooms-house-or-office-for-rent-addis-ababa/,"Ferensay, 5 bed rooms house or office for rent, Addis Ababa.",To Rent,"150,000ETB /mo","Ferensay Taxi Mazoriya, Omedla Street, Yeka, Addis Ababa, 1176, Ethiopia","Ferensay top view, 5 bed rooms house or office for rent, Addis Ababa.
The house is located in safe residential area and it has living and dinning room, open kitchen, another closed kitchen, family room, an office, guest toilet, master bedroom with walk-in closet and Jacuzzi steam bathroom, one bed room with it’s own bathroom, another bed room with it’s own shower room, two bed rooms with one common shower, big terrace with great view of Addis and with kitchen and pantry, family room or GYM with shower, two maid rooms with shower, garage for one car, parking for 6 cars, garden, two gates, and two floor guard room with storage.
The rate is 1,500 USD per month payable in USD or 150,000 birr per month and fixed.",600 m²,,5,7,,"House for rent, Office for rent",For Rent,5,no
https://www.realethio.com/property/lemhotel-shola-furnished-three-bedrooms-apartment-for-rent-addis-ababa/,"Lemhotel Shola, Furnished Three bedrooms Apartment for Rent, Addis Ababa.",To Rent,"110,000ETB /mo","Lem Hotel, Equatorial Guinea Street, መገናኛ, Yeka, አዲስ አበባ / Addis Ababa, አዲስ አበባ, 1110, ኢትዮጵያ","Lemhotel Shola, Furnished Three bedrooms Apartment for Rent, Addis Ababa.
The apartment is located on the 16th floor.
The apartment has living and dining room with balcony, open kitchen, master bedroom with shower room, second bedroom with shower room and balcony, another bedroom with a common shower room, and laundry room.
The building comes with elevator, generator and garage parking for one car.
The rare is 110,000 per month and fixed.",172 m²,,3,3,1,Apartment for rent,For Rent,16,yes
https://www.realethio.com/property/gurdshola-7-bed-rooms-house-for-rent-addis-ababa/,"Gurdshola, 7 bed rooms house for rent, Addis Ababa.",To Rent,"150,000ETB /mo","Awash Bank Gurd shola branch, Warner Lane, Yeka, አዲስ አበባ / Addis Ababa, አዲስ አበባ, 5648, ኢትዮጵያ","House for rent, Gurdshola, 7 bed rooms, on main road, Addis Ababa.
The house is located on a commercial main road and it has living and dinning room, open kitchen, two guest toilets, closed big kitchen, master bed room with it’s own walk-in closet and Jacuzzi steam bathroom, 4 bed rooms with their own shower rooms, two bed rooms with a common shower room, terrace, three service rooms with shower, small garden, garage for two and parking for one.
The rate is 150,000 Birr per month and slightly negotiable.",350 m²,,7,,,House for rent,For Rent,3,no
https://www.realethio.com/property/imperial-g1-four-bedrooms-house-for-rent-addis-ababa/,"Imperial, G+1 Four bedrooms House for rent, Addis Ababa.",To Rent,"200,000ETB /mo","bank of abyssinia imperial branch, BL_03_785 Av, Ghiliffalegn Stream, Bole, Addis Ababa, 1110, Ethiopia","Imperial, G+1 Four bedrooms House for rent, Addis Ababa.
The house is located in a safe residential compound and with plot size of 250 square meters.
On the ground floor living and dining area , office or guest bedroom and guest toilet.
The first floor has master bedroom with balcony, and  master bathroom, three bedrooms with common bathroom and family room.
The service quarter includes closed kitchen and  traditional kitchen.
The compound has parking for four cars.
The rate is  200,000 birr per month and fixed.",250 m²,,4,3,4,House for rent,For Rent,2,yes
https://www.realethio.com/property/ayat-beshale-office-or-store-for-rent-addis-ababa/,"Ayat Beshale, Office or Store for Rent, Addis Ababa.",To Rent,"300,000ETB /mo","Ayat zone 5, Bole, አዲስ አበባ / Addis Ababa, አዲስ አበባ, ኢትዮጵያ","Ayat Beshale, Office or Store for Rent, Addis Ababa.
The office space is located on the ground floor having an area of 250 square meters.
The building comes with two rest rooms for the store and   parking for three cars on the front of the store or office.
The rate is 300,000 birr per month including VAT and negotiable.
Note: It can be used as a super market, clinics or bank.",250 m²,,,2,3,"Office for rent, Store for rent",For Rent,Ground Floor,no
https://www.realethio.com/property/apartment-for-rent-addis-ababa-bole-olompia-studio-apartment-for-rent-addis-ababa/,"Bole Olompia, studio apartment for rent, Addis Ababa.",To Rent,"45,000ETB /mo","Africa Avenue / Bole Road, Olympia, Addis Ababa, Kirkos, Addis Ababa, 111, Ethiopia","Bole Olompia, studio apartment for rent, Addis Ababa.
The flat has living, dinning, open kitchen, and bed room together, with shower room.
The rate is 450 USD per month or 45,000 birr fixed, but includes twice per week cleaning services, once per week laundry service, internet, security, and all utility bills.
Note: the rate is only for minimum lease period of six months.",70 m²,,1,1,,Apartment for rent,For Rent,4,yes
https://www.realethio.com/property/lideta-senga-tera-3-bedrooms-condominium-for-rent-addis-ababa/,"Lideta Senga Tera, 3 bedrooms condominium for Rent, Addis Ababa.",To Rent,"50,000ETB /mo","Lideta, Addis Ababa, 7777, Ethiopia","Lideta Senga Tera, 3 bedrooms condominium for Rent, Addis Ababa.
The apartment has an area of 129.6 square meters and it is  on the 6th floor.
It has living and dinning room with balcony, kitchen,  guest toilet, master bedroom with it’s own bathroom, and two bedroom with common shower room.
The rate is 50,000 birr per month and negotiable.",129.6 m²,,3,2,1,Apartment for rent,For Rent,6,no
https://www.realethio.com/property/house-for-rent-addis-ababa-four-bed-room-ground-plus-two-house-for-rent-at-kebena-addis-ababa-ethiopia/,"Kebena, four bedrooms ground plus two house, Addis Ababa, Ethiopia.",To Rent,"256,000ETB /mo","Comoros Street, Kebena, Yeka, Addis Ababa, 0000, Ethiopia","Four bed room ground plus two house for rent at Kebena, Addis Ababa, Ethiopia.
The house is located in a residential area close to British, Belgium, Kenya, and Russia embassies. It has living and dining room with working fire place, open kitchen, family room, office, master bed room with it’s own walk-in closet and bathroom, two bed rooms sharing common shower, another guest bed room with it’s own shower room, maid room with shower, store, kitchen, guard house, big terraces, garden, and parking for four cars.
The rate is 4,500 USD per month and negotiable.",500 m²,,4,,,House for rent,For Rent,2,no
https://www.realethio.com/property/bole-atlas-two-bedrooms-furnished-apartment-for-rent-addis-ababa-ethiopia/,"Bole Atlas, two bedrooms furnished apartment for rent, Addis Ababa, Ethiopia.",To Rent,"126,000ETB /mo","Atlas, Ghana Street, Ghiliffalegn Stream, Bole, Addis Ababa, 7966, Ethiopia","Bole Atlas, two bedrooms furnished apartment for rent, Addis Ababa.
It is located on the third floor and it has living and dining room with closed kitchen, master bedroom with bathroom and other one bedroom with a common shower room, laundry room, maid room with a shower room and garage for one car.
The price is 1,700 USD per month payable in USD or 126,000 Birr per month, negotiable and including internet, condo fee and water but not Electric bill.",150 m²,,2,3,1,Apartment for rent,For Rent,3,yes
https://www.realethio.com/property/bole-three-bedrooms-furnished-apartment-for-rent-addis-ababa-11/,"Bole, three bedrooms furnished apartment for rent, Addis Ababa.",To Rent,"114,000ETB /mo","Edna Mall, BL_03_646 St., Ghiliffalegn Stream, Addis Ababa, Bole, Addis Ababa, 31820, Ethiopia","Bole, three bedrooms furnished apartment for rent, Addis Ababa.
The apartment has living and dinning room with guest toilet, open kitchen with oven, 4 gas + 1 electric stove, hood, and ample drawers which includes spice and dish drawers, laundry room, master bedroom with walk-in closet, balcony and shower room, another bedroom with balcony and shower room, the third bedroom with mini open kitchen having  2 electric conduction stoves, hood, sink, cabinets and refrigerator/laundry space, and shower room, and parking for two cars. Each apartment has pre-installed with 3 Satelite dishes, wired internet access, multiple TV/ receiver outlets at various locations in the rooms, and balconies with great view of Addis mountains.
The rate is 2,500 USD per month and fixed.",160 m²,,3,4,1,Apartment for rent,For Rent,3,yes
https://www.realethio.com/property/meskel-flower-or-lancha-three-bedrooms-apartment-for-rent-addis-ababa/,"Meskel flower or Lancha, Three Bedrooms Apartment for Rent, Addis Ababa.",To Rent,"80,000ETB /mo","Lancha, Kirkos, Addis Ababa, 2506, Ethiopia","Meskel flower or Lancha, Three Bedroom Apartment for Rent, Addis Ababa.
The apartment is located in safe residential building.
It is on the 4th floor.
It has living and dining area with balcony, closed kitchen, master bedroom with it’s bathroom, two bedrooms with common shower room and  guest hand wash with laundry corner.
The apartment has elevator, generator and parking for one car.
The rate is 800 USD per month payable in USD or 80,000 birr per month and negotiable.",158 m²,,3,2,1,Apartment for rent,For Rent,4,no
https://www.realethio.com/property/ayat-furnished-three-bedroom-condominium-for-rent-addis-ababa/,"Ayat, Furnished Three Bedroom Condominium for Rent, Addis Ababa.",To Rent,"75,000ETB /mo","Ayat, የካ 13 3925 መንገድ, Ayat zone 1, Addis Ababa, Yeka, Addis Ababa, 5648, Ethiopia","Ayat, Furnished Three Bedroom Condominium for Rent, Addis Ababa.
It is located on 7th floor and has an area of 123 square meters.
It has living and dinning room with open kitchen (newly full equipped), master bedroom with it’s own bathroom and balcony, two bedrooms with common shower room and one of them with balcony.
The rate is 750 USD per month payable in USD and fixed.",123 m²,,3,2,,Apartment for rent,For Rent,7,yes
https://www.realethio.com/property/mexico-2-bedrooms-apartment-for-rent-addis-ababa-4/,"Mexico, 2 bedrooms apartment for rent, Addis Ababa.",To Rent,"95,200ETB /mo","Mexico, Lideta, Addis Ababa, 7777, Ethiopia","Mexico, 2 bedrooms apartment for rent, Addis Ababa.
The apartment is located on the 20th floor.
The apartment has living and dining room, open kitchen, master bedroom with balcony and shower room, one bedroom with a common shower room, and laundry corner.
The building comes with elevator, generator, terrace on top floor, and garage parking for one car.
The rate is 1,700 USD per month and negotiable.",163 m²,,2,2,1,Apartment for rent,For Rent,20,no
https://www.realethio.com/property/bole-atlas-one-bedroom-apartment-for-rent-addis-ababa/,"Bole Atlas, One bedroom Apartment for Rent, Addis Ababa.",To Rent,"250,000ETB","Atlas International Hotel, Namibia Avenue, Bole, Addis Ababa, 7966, Ethiopia","Bole Atlas, One bedroom Apartment for Rent, Addis Ababa.
It is on the 14th floor and has living and dinning room, closed kitchen, laundry room, maids room with shower room, store, master bedroom with it’s own walk in closet and bathroom, guest toilet, garage for one car, and it comes with generator, and 2 elevators.
The rate is 2,500 USD per month unfurnished and 3,000 USD per month furnished payable in USD and negotiable.",160 m²,,1,3,1,Apartment for rent,For Rent,14,no
https://www.realethio.com/property/bole-cargo-two-bedrooms-house-for-rent-addis-ababa/,"Bole Cargo, Two bedrooms house for Rent, Addis Ababa.",To Rent,"110,000ETB /mo","Ethiopian Airlines Cargo, Ring Road, Bole Mikael, Bole, Addis Ababa, 1044, Ethiopia","Bole Cargo, Two bedrooms house for Rent, Addis Ababa.
It is on the main road and has living and dinning room, open kitchen with laundry, master bedroom with it’s own shower, another bedroom with  common  shower room, parking for one small car, and it comes with Solar power back up for few light points along with two socket outlets (the fridge, WIFI and TV), Cleaning 6 days a week, out side of Sunday’s and holidays (frequency can be revised)
The rate is 1,000 USD per month payable in USD fixed but including WIFI internet and all utilities.",65 m²,,2,2,1,House for rent,For Rent,Ground Floor,yes
https://www.realethio.com/property/kazanchis-ground-plus-9-plus-2-basements-building-for-rent-addis-ababa/,"Kazanchis, ground plus 9 plus 2 basements building for rent, Addis Ababa.",To Rent,"3,900,000ETB /mo","Kazanchis, Addis Ababa, Kirkos, Addis Ababa, 9568, Ethiopia","Building for rent, Kazanchis, 3,470 meter square working space, ground plus nine plus 2 basement parking, Addis Ababa.
The building is located in a safe commercial area and it has 3,470 meter square working space, and 30 car parking space.
The rate is 69,400 USD per month and negotiable.
Note: installation of the elevator and final construction work and cleaning will is done.",726 m²,,0,,30,"Building for rent, Office for rent",For Rent,12,no
https://www.realethio.com/property/bole-edna-mall-office-space-for-rent-addis-ababa/,"Bole Edna Mall, Office space for Rent, Addis Ababa.",To Rent,"129,000ETB /mo","Edna Mall, BL_03_646 St., Ghiliffalegn Stream, Addis Ababa, Bole, Addis Ababa, 1110, Ethiopia","Bole Edna Mall, Office space for Rent, Addis Ababa.
The office space is 150 square meters, five rooms, and it is on the 14th floor.
The office has all around balcony and has one toilet room.
The building has two elevators, property management, and generator.
The rate is 2,250 USD per month and fixed.",150 m²,,,1,1,Office for rent,For Rent,14,no
https://www.realethio.com/property/bole-medhanealem-furnished-serviced-office-for-rent-addis-ababa/,"Bole Medhanealem, Furnished Serviced Office for Rent, Addis Ababa.",To Rent,"882,000ETB /mo","Namibia Avenue, ግሂሊፍፋለግን ምንጭ, Bole, አዲስ አበባ / Addis Ababa, አዲስ አበባ, 7966, ኢትዮጵያ","Bole Medhanealem, Furnished Serviced Office for Rent, Addis Ababa.
The office space is on the 1st floor and has an area of 315 square meters, one managerial office with balcony, reception counter with guest sitting area, kitchen with dinning table or working high counter, meeting room, two offices, big hall with tables, two rest rooms, and designated parking for three cars.
The office comes with security, and reception at the entrance of the building.
The price is 15,750 USD including VAT, and all utilities bills and negotiable.
Note: Minimum rental period is one year.",315 m²,,,2,3,Office for rent,For Rent,1,yes
https://www.realethio.com/property/kazanchis-furnished-two-bedrooms-apartment-for-rent-addis-ababa/,"Kazanchis, furnished two bedrooms apartment for rent, Addis Ababa.",To Rent,"85,000ETB /mo","Kazanchis, Addis Ababa, Kirkos, Addis Ababa, 9568, Ethiopia","Kazanchis near ECA, furnished two bedrooms  apartment for rent, Addis Ababa.
The apartment is located on the 8th floor of a safe residential building. It has a living and dinning room, open kitchen, master bedroom with own bathroom and one bedroom with common shower room.
The Apartment comes with elevator, GYM, stand-by generator, and basement parking for one car.
The rate is 1,200 USD per month payable in USD or 85,000 Birr per month and fixed.
Note: available as of October 1st 2023.",90 m²,,2,2,1,Apartment for rent,For Rent,8,yes
https://www.realethio.com/property/lebu-around-varnero-g3-four-bedrooms-house-for-rent-addis-ababa/,"Lebu Around Varnero, G+3 Four bedrooms House for Rent, Addis Ababa.",To Rent,"140,000ETB /mo","Lebu, Nefas Silk, Addis Ababa, 0006, Ethiopia","Lebu Around Varnero, G+3  Four bedroom House for Rent, Addis Ababa.
The house is located in safe residential gated compound and with plot size of 250 square meters.
On the ground floor it has family room and guest wash corner.
The first floor has living and dining room with open kitchen and guest toilet.
The second floor has master bedroom with walk-in closet, balcony and full bathroom, another bedroom with it’s own shower room and balcony, and another bedroom with it’s own shower room.
The third floor has family room with balcony, common shower room, steam and sauna room or a room that can be used as a GYM, laundry room, and two terraces at the front and back.
The compound has parking for 4 cars.
The rate is 1,400 USD per month payable in USD or 140,000 birr per month and fixed.",250 m²,,4,5,4,House for rent,For Rent,4,no
https://www.realethio.com/property/legetafo-ccd-furnished-g1-house-for-rent-oromia-2/,"Legetafo CCD, Furnished G+1 House for Rent, Oromia.",To Rent,"224,000ETB /mo","ለገ ጣፎ, North Shewa (Oromia Region), ኦሮሚያ ክልል / Oromia, ኢትዮጵያ","Legetafo CCD, Furnished G+1 House for Rent, Oromia.
The house is built on 1,000 square meters of land and the house is built on 500 square meters.
The ground floor has living and dining area with open kitchen, office, laundry room with laundry machine, and guest toilet.
The first floor has master bedroom with it’s own master bathroom, balcony and walk-in closet, and three bedrooms with their own bathrooms.
The service quarter includes three rooms with one shower room, solar power line, CCTV camera with motion detectors and guard house.
The compound has a  garden, 10,000 liter water tank, garage for two cars, and parking for four cars.
The rate is 4,000 USD per month and negotiable.
Note: There will be a discount for rental period longer than one month.",1000 m²,,4,5,6,House for rent,For Rent,2,yes
https://www.realethio.com/property/megenagna-top-view-3-bedrooms-house-for-rent-addis-ababa/,"Megenagna Top view, 3 bedrooms house for rent, Addis Ababa.",To Rent,"150,000ETB /mo","Fikre Mariam Aba Techan Street, Kara, Yeka, Addis Ababa, 097, Ethiopia","Megenagna Top view by Israel embassy, 3 bedrooms house for rent, Addis Ababa.
The house is located in a residential area and it has living and dinning room with open kitchen, master bedroom with balcony and bathroom, two bedrooms with common bathroom, five service rooms with shower, garden, and parking for 4 cars.
The rate is 1,500 USD per month payable in USD and fixed.",250 m²,,3,3,4,House for rent,For Rent,2,no
https://www.realethio.com/property/mekanisa-villabasement-four-bedroom-house-for-rent-addis-ababa/,"Mekanisa, Villa+Basement Four Bedroom House for Rent, Addis Ababa.",To Rent,"308,000ETB /mo","Mekanisa, Nefas Silk, Addis Ababa, 7777, Ethiopia","Mekanisa, Villa+Basement Four Bedroom House for Rent, Addis Ababa.
The villa is built on 1,000 meter square of land.
The ground floor has living and dining room with balcony and working fire-place, closed kitchen, one bedroom or office, master bedroom with walk-in closet and bathroom, two other bedrooms sharing two common bathrooms, and guest toilet.
The basement has family room or GYM, one room, storage, and toilet.
The service quarters has three rooms, generator house, and shower room.
The compound has garden, three phase power line, guard house, and parking for 6 cars.
The rate is 5,500 USD per month and negotiable.",1000 m²,,4,5,6,House for rent,For Rent,2,no
